generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
279,343,2.018695821429161e-05,2.412498707135696e-05,2.2150087237259635e-05,5.988114383654568e-07
280,342,2.018695821429161e-05,2.412498707135696e-05,2.21581150222393e-05,5.739458667561286e-07
281,329,2.018695821429161e-05,2.3208199503173322e-05,2.2151189890651196e-05,5.54832877752318e-07
282,330,2.0416849013813008e-05,2.3208199503173322e-05,2.2200951083709182e-05,4.93791279147605e-07
283,349,2.0416849013813008e-05,2.3208199503173322e-05,2.222100721464356e-05,4.604654411825526e-07
284,327,2.0416849013813008e-05,2.3208199503173322e-05,2.222708052456683e-05,5.07212049510773e-07
285,334,2.0416849013813008e-05,2.3208199503173322e-05,2.219266987507688e-05,5.022964674029052e-07
286,333,1.9995055592391053e-05,2.3208199503173322e-05,2.2204187901473856e-05,5.160472274332355e-07
287,342,1.9995055592391053e-05,2.3376703711248322e-05,2.2224943262072213e-05,5.138823574181262e-07
288,340,1.9995055592391053e-05,2.3376703711248322e-05,2.22556072842703e-05,5.46244572497878e-07
289,321,2.0279441841755115e-05,2.3376703711248322e-05,2.2240831284378814e-05,5.440453115802748e-07
290,332,2.0279441841755115e-05,2.3376703711248322e-05,2.2249411519955495e-05,5.767303503749007e-07
291,349,2.0279441841755115e-05,2.3376703711248322e-05,2.2271075596918916e-05,5.856643283786886e-07
292,342,1.9507540094152915e-05,2.3376703711248322e-05,2.226048956136094e-05,6.12840664511795e-07
293,346,2.0421902122152882e-05,2.3405028531864646e-05,2.2220597707718976e-05,5.955580137445219e-07
294,343,2.0421902122152882e-05,2.3431764270310494e-05,2.2182212864068676e-05,6.345967804726844e-07
295,350,2.0275230777115352e-05,2.3431764270310494e-05,2.2181413274927263e-05,6.350635809153911e-07
296,330,2.0275230777115352e-05,2.3765985634518122e-05,2.2223747734551794e-05,6.370915201561543e-07
297,328,2.0421902122152882e-05,2.3765985634518122e-05,2.2219884343118807e-05,6.600902494568927e-07
298,348,2.0695628613289623e-05,2.3765985634518122e-05,2.223713309674866e-05,6.456968154246516e-07
299,335,2.0695628613289623e-05,2.3765985634518122e-05,2.228447916270193e-05,6.577318059241777e-07
